1230;1992;Les Mayens-de-Sion;VS
1231;1993;Veysonnaz;VS
1232;1997;Siviez (Nendaz);VS
1233;1996;Fey (Nendaz);VS
1234;1996;Beuson (Nendaz);VS
1235;1996;Baar (Nendaz);VS
1236;1996;Basse-Nendaz;VS
1237;1997;Haute-Nendaz;VS
1238;1994;Aproz (Nendaz);VS
1243;1962;Pont-de-la-Morge;VS
1244;1963;Vétroz;VS
1245;1964;Conthey;VS
1246;1965;Savièse;VS
1247;1966;Ayent;VS
1248;1966;Signèse (Ayent);VS
1249;1967;Bramois;VS
1250;1983;Evolène;VS
1251;1972;Anzère;VS
1252;1988;Thyon;VS
1254;2000;Neuchâtel;NE
1255;2001;Neuchâtel 1 Dépôt;NE
1256;2000;Neuchâtel 2;NE
1257;2004;Neuchâtel 4;NE
1259;2007;Neuchâtel 7;NE
1260;2008;Neuchâtel;NE
1261;2009;Neuchâtel 9;NE
1269;2001;Neuchâtel 1;NE
1275;2002;Neuchâtel 2;NE
1278;2000;Neuchâtel 2 Dist;NE
1286;2003;Neuchâtel 3;NE
1287;2006;Neuchâtel 6;NE
1288;2012;Auvernier;NE
1289;2013;Colombier NE;NE
1290;2014;Bôle;NE
1291;2015;Areuse;NE
1292;2016;Cortaillod;NE
1293;2017;Boudry;NE
1295;2022;Bevaix;NE
1296;2023;Gorgier;NE
1298;2024;St-Aubin-Sauges;NE
1299;2025;Chez-le-Bart;NE
1303;2028;Vaumarcus;NE
1304;2034;Peseux;NE
1305;2035;Corcelles NE;NE
1307;2036;Cormondrèche;NE
1308;2042;Valangin;NE
1309;2043;Boudevilliers;NE
1310;2046;Fontaines NE;NE
1311;2052;Fontainemelon;NE
1312;2053;Cernier;NE
1313;2054;Chézard-St-Martin;NE
1314;2054;Les Vieux-Prés;NE
1316;2056;Dombresson;NE
1317;2057;Villiers;NE
1318;2058;Le Pâquier NE;NE
1321;2063;Vilars NE;NE
1322;2065;Savagnier;NE
1323;2067;Chaumont;NE
1324;2068;Hauterive NE;NE
1325;2072;St-Blaise;NE
1326;2073;Enges;NE
1327;2074;Marin-Epagnier;NE
1329;3238;Gals;BE
1330;2087;Cornaux NE;NE
1331;2088;Cressier NE;NE
1333;2318;Brot-Plamboz;NE
1334;2103;Noiraigue;NE
1335;2105;Travers;NE
1336;2108;Couvet;NE
1338;2112;Môtiers NE;NE
1339;2113;Boveresse;NE
1341;2114;Fleurier;NE
1342;2115;Buttes;NE
1343;2117;La Côte-aux-Fées;NE
1344;2123;St-Sulpice NE;NE
1345;2406;La Brévine;NE
1346;2126;Les Verrières;NE
1347;2406;Le Brouillet;NE
1348;2406;Les Taillères;NE
1350;2127;Les Bayards;NE
1352;2149;Champ-du-Moulin;NE
1353;2124;Les Sagnettes;NE
1354;2116;Mont-de-Buttes;NE
1355;1454;La Vraconnaz;VD
1356;2019;Chambrelien;NE
1357;2019;Rochefort;NE
1358;2037;Montmollin;NE
1359;2206;Geneveys-Coffrane;NE
1360;2207;Coffrane;NE
1361;2208;Les Hauts-Geneveys;NE
1364;2300;La Chaux-de-Fonds;NE
1365;2300;La Chaux-de-Fds 1;NE
1366;2302;La Chaux-de-Fonds;NE
1367;2303;La Chaux-de-Fonds;NE
1369;2306;La Chaux-de-Fonds;NE
